City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Ahuimanu,US,21.4447,-157.8378,82.11,65,75,11.5,broken clouds
447,Nara,JP,34.6851,135.8049,57.49,42,99,4.09,overcast clouds
448,Mattru,SL,7.6244,-11.8332,75.76,93,100,2.82,overcast clouds
449,Abilene,US,32.4487,-99.7331,106.09,10,0,18.41,clear sky
450,Pingyi,CN,35.5006,117.6308,53.11,57,100,3.76,overcast clouds
451,Ca Mau,VN,9.1769,105.15,80.06,84,96,8.25,overcast clouds
452,Ugoofaaru,MV,5.6667,73.0,84.58,75,100,19.82,overcast clouds
453,Sobolevo,RU,54.4299,31.8996,41.72,79,100,7.31,overcast clouds
454,Doka,SD,13.5167,35.7667,88.65,39,82,9.55,broken clouds
455,Meulaboh,ID,4.1363,96.1285,77.13,88,100,3.96,overcast clouds
456,Christchurch,NZ,-43.5333,172.6333,57.9,92,100,9.22,overcast clouds
457,Bay Roberts,CA,47.5999,-53.2648,46.04,52,2,3.0,clear sky
458,Am Timan,TD,11.0297,20.2827,92.19,17,60,2.51,broken clouds
459,Ulladulla,AU,-35.35,150.4667,58.1,81,38,7.27,scattered clouds
460,Mount Gambier,AU,-37.8333,140.7667,44.51,100,100,4.61,overcast clouds
461,Khor,RU,47.8861,134.9464,47.17,57,28,9.13,scattered clouds
462,Lagos,NG,6.5833,3.75,81.12,85,21,7.09,few clouds
463,Yakeshi,CN,49.2833,120.7333,53.71,24,14,11.16,few clouds
464,Povenets,RU,62.8487,34.8262,33.53,82,66,5.23,broken clouds
465,Dalby,AU,-27.1833,151.2667,60.98,90,100,1.01,light rain
466,San Ramon,US,37.7799,-121.978,63.55,44,20,23.02,few clouds
467,Maragogi,BR,-9.0122,-35.2225,76.37,84,18,8.59,few clouds
468,Kimbe,PG,-5.5502,150.1429,80.78,83,99,1.99,overcast clouds
469,Faya,SA,18.3851,42.4509,66.72,56,0,0.98,clear sky
470,Angra Dos Reis,BR,-23.0067,-44.3181,69.21,88,58,2.51,broken clouds
471,Ambilobe,MG,-13.2,49.05,72.19,93,19,3.38,few clouds
472,Kahta,TR,37.7855,38.6237,58.37,49,90,5.84,overcast clouds
473,La Primavera,CO,5.4906,-70.4092,82.53,74,46,4.61,scattered clouds
474,Traverse City,US,44.7631,-85.6206,69.87,18,100,5.75,overcast clouds
475,Thunder Bay,CA,48.4001,-89.3168,50.29,53,100,10.36,overcast clouds
476,Kalabo,ZM,-14.97,22.6814,69.75,41,85,3.56,overcast clouds
477,Changli,CN,39.7042,119.1506,46.78,78,100,3.65,overcast clouds
478,Mehamn,NO,71.0357,27.8492,31.95,86,75,16.11,light snow
479,Monroe,US,43.1501,-77.6831,64.44,30,0,16.11,clear sky
480,Arlit,NE,18.7369,7.3853,93.13,17,99,3.65,overcast clouds
481,Taksimo,RU,56.3444,114.8794,37.71,67,100,6.31,overcast clouds
482,Predivinsk,RU,57.0669,93.4378,27.01,65,48,3.11,scattered clouds
483,Half Moon Bay,US,37.4636,-122.4286,63.54,54,0,29.93,haze
484,Kieta,PG,-6.2167,155.6333,81.86,80,57,2.98,light rain
485,Harper,LR,4.375,-7.7169,79.18,86,100,5.66,light rain
486,Erzin,TR,36.9559,36.2,58.71,72,38,3.02,scattered clouds
487,Bundaberg,AU,-24.85,152.35,68.29,99,40,10.36,light rain
488,Abha,SA,18.2164,42.5053,66.45,64,0,0.0,clear sky
489,Ludvika,SE,60.1496,15.1878,35.33,44,29,3.67,scattered clouds
490,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,5.75,scattered clouds
491,Porto San Giorgio,IT,43.1827,13.7934,59.0,81,15,6.35,few clouds
492,Nuristan,AF,35.3,70.8333,40.06,40,0,8.57,clear sky
493,Yovon,TJ,38.3141,69.0378,67.68,36,4,8.43,clear sky
494,La Ciotat,FR,43.1748,5.6045,60.67,89,92,6.91,overcast clouds
495,Isla Mujeres,MX,21.2311,-86.731,87.17,76,0,14.83,clear sky
496,Cabo San Lucas,MX,22.8909,-109.9124,91.71,27,40,8.05,scattered clouds
497,Pathein,MM,16.7833,94.7333,79.16,86,100,5.73,overcast clouds
498,Byron Bay,AU,-28.65,153.6167,66.09,73,100,12.37,light rain
499,Masumbwe,TZ,-3.6333,32.1833,66.04,80,99,2.42,overcast clouds
500,Myslenice,PL,49.8338,19.9383,56.39,88,27,0.31,scattered clouds
501,Manokwari,ID,-0.8667,134.0833,81.12,77,95,6.62,overcast clouds
502,Upington,ZA,-28.4478,21.2561,48.58,66,0,1.14,clear sky
503,Belaya Gora,RU,68.5333,146.4167,27.68,87,70,8.3,broken clouds
504,Indiaroba,BR,-11.5192,-37.5117,74.35,87,100,4.94,overcast clouds
505,Yabassi,CM,4.457,9.9682,76.69,96,89,0.31,overcast clouds
506,Gera,DE,50.8803,12.0819,54.86,57,50,4.99,scattered clouds
507,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,16.11,few clouds
508,Tipperary,IE,52.4733,-8.1558,54.05,97,100,8.1,overcast clouds
509,Batemans Bay,AU,-35.7167,150.1833,53.1,79,12,3.36,few clouds
510,Srandakan,ID,-7.9386,110.2506,77.41,89,100,1.9,overcast clouds
511,Cranbrook,CA,49.4999,-115.7688,39.04,75,75,5.75,broken clouds
512,Turayf,SA,31.6725,38.6637,61.05,36,0,4.61,clear sky
513,Vrangel,RU,42.7297,133.0839,47.14,53,14,6.6,few clouds
514,Klaksvik,FO,62.2266,-6.589,49.12,98,100,20.47,light rain
515,Altay,CN,47.8667,88.1167,43.9,42,75,3.74,broken clouds
516,Codrington,AU,-38.2667,141.9667,46.6,90,61,6.46,broken clouds
517,Dryden,CA,49.7833,-92.7503,46.69,100,100,9.22,overcast clouds
518,San Juan Del Sur,NI,11.2529,-85.8705,91.62,46,40,4.61,scattered clouds
519,Westport,US,41.1415,-73.3579,59.27,33,20,17.27,few clouds
520,Nedjo,ET,9.5046,35.5019,61.05,86,99,2.73,overcast clouds
521,Tuatapere,NZ,-46.1333,167.6833,53.37,87,100,2.3,overcast clouds
522,Sheksna,RU,59.21,38.5107,38.03,94,100,5.5,overcast clouds
523,Shimoda,JP,34.6667,138.95,58.1,82,99,3.04,overcast clouds
524,Plettenberg Bay,ZA,-34.0527,23.3716,56.88,72,67,2.84,broken clouds
525,Santa Fe,AR,-31.6333,-60.7,69.03,62,71,6.02,light rain
526,Bulgan,MN,48.8125,103.5347,34.02,78,100,8.41,light snow
527,Buraydah,SA,26.326,43.975,79.25,17,12,8.01,few clouds
528,Newport,GB,51.5877,-2.9984,57.34,74,49,5.03,scattered clouds
529,Paamiut,GL,61.994,-49.6678,33.03,88,100,19.3,overcast clouds
530,Bollnas,SE,61.3482,16.3946,37.78,57,45,2.19,scattered clouds
531,Eyl,SO,7.9803,49.8164,83.19,79,50,8.39,scattered clouds
532,Saint Anthony,US,45.0205,-93.218,63.55,51,100,23.02,overcast clouds
533,Acari,PE,-15.4311,-74.6158,73.27,63,20,7.23,few clouds
534,Gannan,CN,47.9147,123.5031,55.8,33,2,6.35,clear sky
535,Tiarei,PF,-17.5333,-149.3333,84.22,79,26,10.11,scattered clouds
536,Qeshm,IR,26.9581,56.2719,84.09,67,0,5.7,clear sky
537,Kayes,ML,14.0,-11.0,96.55,26,82,4.05,light rain
538,Buala,SB,-8.145,159.5921,83.12,80,98,9.91,moderate rain
539,Alamos,MX,27.0167,-108.9333,95.41,14,0,11.63,clear sky
540,Necochea,AR,-38.5473,-58.7368,64.81,70,16,8.66,few clouds
541,Aswan,EG,24.0934,32.907,85.3,14,0,4.61,clear sky
542,Olafsvik,IS,64.8945,-23.7142,43.93,90,100,19.33,light rain
543,Dulovo,BG,43.8167,27.15,44.35,78,100,7.85,overcast clouds
544,Berlevag,NO,70.8578,29.0864,32.0,80,75,14.97,broken clouds
545,Puerto Lleras,CO,3.0223,-73.4044,77.27,93,91,0.36,overcast clouds
546,Enid,US,36.3956,-97.8784,96.98,29,0,13.8,clear sky
547,Englewood,US,39.6478,-104.9878,76.15,30,75,23.02,broken clouds
548,Rioja,AR,-29.4111,-66.8507,64.94,64,100,2.95,overcast clouds
549,Calamar,CO,10.2511,-74.9146,85.69,67,78,10.54,broken clouds
550,Mahon,ES,39.8885,4.2658,61.36,72,20,3.44,few clouds
551,Geraldton,AU,-28.7667,114.6,54.01,94,0,8.05,clear sky
552,Nago,JP,26.5881,127.9761,75.63,92,99,4.61,overcast clouds
553,Thongwa,MM,16.7619,96.5278,82.56,76,100,8.32,overcast clouds
554,Santa Maria,BR,-29.6842,-53.8069,63.7,82,0,5.75,clear sky
555,Sainte-Martine,CA,45.2501,-73.7992,66.33,53,0,7.85,clear sky
556,Coihaique,CL,-45.5752,-72.0662,48.81,91,7,7.47,clear sky
557,Oriximina,BR,-1.7656,-55.8661,76.01,92,84,2.15,broken clouds
558,Pangkalanbuun,ID,-2.6833,111.6167,74.08,99,100,1.41,light rain
559,Sierra Vista,US,31.5545,-110.3037,86.5,12,0,27.63,haze
560,Bocas Del Toro,PA,9.3333,-82.25,83.86,71,7,6.33,clear sky
561,Jiazi,CN,22.8779,116.067,71.56,90,100,4.94,overcast clouds
562,Deputatskiy,RU,69.3,139.9,16.61,94,100,4.38,overcast clouds
563,Ostrovnoy,RU,68.0531,39.5131,26.24,79,29,7.99,scattered clouds
564,Osa,RU,57.2829,55.4567,45.27,72,5,3.89,clear sky
565,Apt,FR,43.8833,5.4,55.38,92,100,3.0,overcast clouds
566,Katherine,AU,-14.4667,132.2667,68.32,42,2,9.22,clear sky
567,Antalaha,MG,-14.9003,50.2788,73.38,89,12,5.84,few clouds
568,Toamasina,MG,-18.1667,49.3833,69.8,100,20,2.3,few clouds
569,Querendaro,MX,19.8667,-100.9167,92.08,13,79,1.83,broken clouds
570,Foumban,CM,5.7291,10.9001,68.56,76,50,2.57,scattered clouds
571,Mitzic,GA,0.7821,11.549,70.18,97,100,0.94,overcast clouds
572,Moron,AR,-34.6534,-58.6198,67.93,63,70,4.14,broken clouds
573,Razole,IN,16.4833,81.8333,78.19,90,83,1.01,broken clouds
574,Fort-Shevchenko,KZ,44.5086,50.263,56.46,81,100,19.46,overcast clouds
575,Lata,PT,40.1629,-8.3327,58.05,76,6,0.92,clear sky
576,Pacifica,US,37.6138,-122.4869,63.43,61,40,29.93,haze
577,Dodola,ET,6.9833,39.1833,52.72,60,32,1.52,scattered clouds
578,Adrar,MR,20.5022,-10.0711,89.26,12,38,5.82,scattered clouds
579,Nishihara,JP,26.1842,127.7558,74.86,94,75,6.91,broken clouds
580,Pundaguitan,PH,6.3711,126.1689,77.43,93,100,12.37,heavy intensity rain
581,Little Current,CA,45.9793,-81.9248,48.25,54,22,8.46,few clouds
582,Mogadishu,SO,2.0371,45.3438,81.9,85,78,18.45,broken clouds
583,Avera,US,33.194,-82.5271,71.11,48,73,7.34,broken clouds
584,Mariental,NA,-24.6333,17.9667,52.27,28,0,9.69,clear sky
585,Salinas,US,36.6777,-121.6555,62.96,57,75,20.71,broken clouds
586,Zapolyarnyy,RU,69.4154,30.8136,31.28,83,91,3.11,overcast clouds
587,Yegros,PY,-26.45,-56.4,64.26,84,3,4.23,clear sky
588,Basco,PH,20.4487,121.9702,83.14,74,93,13.27,overcast clouds
589,Basoko,CD,1.2391,23.616,73.58,90,100,3.02,overcast clouds
590,Dickson,US,36.077,-87.3878,75.96,53,0,4.61,clear sky
591,Havelock,US,34.8791,-76.9013,55.38,93,100,17.27,mist
592,Lima,PE,-12.0432,-77.0282,64.65,77,0,9.22,clear sky
593,Mattersburg,AT,47.7333,16.4,60.06,88,93,4.56,overcast clouds
594,Jiangyou,CN,31.7667,104.7167,66.45,87,100,2.35,light rain
595,Husavik,IS,66.0449,-17.3389,41.34,91,98,4.34,overcast clouds
596,Wahiawa,US,21.5028,-158.0236,79.12,61,100,10.36,overcast clouds
597,Siuna,NI,13.7332,-84.7773,93.27,41,10,2.77,clear sky
598,Luderitz,NA,-26.6481,15.1594,60.98,42,60,9.08,broken clouds
599,South Charleston,US,38.3684,-81.6996,70.88,49,40,6.91,scattered clouds
600,Amur,RU,54.0,128.0,50.25,33,78,11.92,broken clouds
601,Shibetsu,JP,43.659,145.132,45.86,64,0,5.68,clear sky
602,Eureka,US,40.8021,-124.1637,51.93,69,100,5.99,overcast clouds
603,Aklavik,CA,68.2191,-135.0107,43.0,67,26,8.34,scattered clouds
604,Marzuq,YE,14.4,46.4667,75.25,55,54,4.65,broken clouds
605,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.26,95,42,2.93,scattered clouds
606,Mana,GF,5.6592,-53.7767,78.04,85,51,8.21,broken clouds
607,Narimanov,RU,46.6927,47.8498,48.11,88,100,13.71,light rain
608,Talaya,RU,61.3833,152.75,30.49,76,46,4.16,scattered clouds
609,Hanyang,CN,32.1371,105.5126,59.29,85,100,5.5,heavy intensity rain
610,Canton,CN,23.1167,113.25,71.55,84,100,1.79,overcast clouds
611,Mukhtolovo,RU,55.4644,43.1953,47.8,71,91,9.42,overcast clouds
612,Yerbogachen,RU,61.2767,108.0108,27.21,84,100,10.27,overcast clouds
613,Kudahuvadhoo,MV,2.6708,72.8944,84.04,78,100,18.99,moderate rain
614,Cayenne,GF,4.9333,-52.3333,82.09,1,20,4.61,few clouds
615,Arman,RU,59.7,150.1667,39.02,70,72,2.75,broken clouds
616,Parsabad,IR,39.6482,47.9174,57.52,94,75,0.0,broken clouds
617,Methoni,GR,36.8197,21.7049,57.06,75,15,4.76,few clouds
618,Demyanovo,RU,60.3511,47.0842,52.81,68,98,12.53,overcast clouds
619,Searcy,US,35.2506,-91.7363,79.14,59,75,11.5,broken clouds
620,Karratha,AU,-20.7377,116.8463,75.22,36,100,13.27,overcast clouds
621,Havre-Saint-Pierre,CA,50.2334,-63.5986,43.16,52,0,19.57,clear sky
622,Koshurnikovo,RU,54.1667,93.3,27.61,63,100,0.96,overcast clouds
623,Nabire,ID,-3.3667,135.4833,78.84,86,88,2.89,overcast clouds
624,Tautira,PF,-17.7333,-149.15,80.8,79,58,10.85,light rain
625,Lewistown,US,40.5992,-77.5714,66.18,60,0,10.36,haze
626,Albanel,CA,48.8832,-72.4487,58.98,20,8,5.75,clear sky
627,Mareeba,AU,-17.0,145.4333,72.45,93,29,7.47,scattered clouds
628,Umm Lajj,SA,25.0213,37.2685,80.67,41,63,7.56,broken clouds
629,Abrau-Dyurso,RU,44.69,37.59,42.26,75,67,6.64,broken clouds
630,Hobyo,SO,5.3505,48.5268,82.99,83,100,16.31,light rain
631,Ingham,US,42.6,-84.3833,65.43,36,0,11.5,clear sky
632,Muramvya,BI,-3.2682,29.6079,57.43,91,100,0.96,overcast clouds
633,Cartagena,CO,10.3997,-75.5144,89.22,70,40,16.11,scattered clouds
634,Waldshut-Tiengen,DE,47.6232,8.2172,57.87,88,23,5.06,few clouds
635,Kutulik,RU,53.3508,102.7839,29.32,63,27,9.42,scattered clouds
636,Waingapu,ID,-9.6567,120.2641,79.11,82,21,11.18,few clouds
637,Madimba,TZ,-10.4,40.3333,74.34,90,58,8.16,broken clouds
638,Jutai,BR,-5.1833,-68.9,78.98,82,87,0.98,overcast clouds
639,Kristiinankaupunki,FI,62.2743,21.376,38.89,76,87,10.58,overcast clouds
640,Abu Samrah,SY,35.3029,37.1841,60.66,55,8,4.38,clear sky
641,Paralimni,CY,35.0375,33.9833,63.14,70,20,4.0,few clouds
642,Sovetskiy,RU,61.3614,63.5842,44.22,79,10,5.68,clear sky
643,Gat,IL,31.61,34.7642,66.4,48,3,3.71,clear sky
644,Mao,ES,39.8885,4.2658,61.36,72,20,3.44,few clouds
645,Gushikawa,JP,26.3544,127.8686,74.79,93,40,5.75,scattered clouds
646,Sabang,ID,5.8933,95.3214,82.67,74,100,6.44,overcast clouds
647,Svalyava,UA,48.5485,22.9958,58.89,85,41,5.59,scattered clouds
648,Kailua,US,21.4022,-157.7394,82.38,69,75,8.99,broken clouds
649,Huangcun,CN,30.0145,118.4037,65.34,97,100,3.58,overcast clouds
650,Ritchie,ZA,-29.038,24.6028,45.61,69,13,9.42,few clouds
651,Pietarsaari,FI,63.65,22.6833,39.99,62,97,1.01,overcast clouds
652,Wilmington,US,34.2257,-77.9447,57.11,77,100,13.8,overcast clouds
653,Azanka,RU,58.0401,64.7893,45.97,66,7,4.59,clear sky
654,Lira,UG,2.235,32.9097,64.45,96,100,4.16,light rain
655,Montepuez,MZ,-13.1256,38.9997,63.81,90,6,3.31,clear sky
656,Luba,GQ,3.4568,8.5547,81.55,84,73,7.65,light rain
657,Malakal,SS,9.5334,31.6605,87.67,47,96,6.17,overcast clouds
658,Wangaratta,AU,-36.3667,146.3333,35.65,100,40,0.0,scattered clouds
659,Japura,ID,-0.3167,102.35,74.93,93,100,2.24,overcast clouds
660,Litein,KE,-0.5823,35.1903,56.46,98,92,3.09,light rain
661,Sishui,CN,35.6489,117.2758,53.49,56,100,5.73,overcast clouds
662,Pitimbu,BR,-7.4706,-34.8086,79.39,79,98,12.71,overcast clouds
663,Mezen,RU,65.8522,44.24,30.45,95,100,6.6,overcast clouds
664,Yongchang,CN,30.0381,119.7317,64.58,87,100,6.06,overcast clouds
665,Sistranda,NO,63.7256,8.834,44.56,71,100,13.58,light rain
666,Inhambane,MZ,-23.865,35.3833,71.76,85,0,7.54,clear sky
667,Carauari,BR,-4.8828,-66.8958,76.42,95,37,2.73,scattered clouds
668,Bayshore Gardens,US,27.4253,-82.5904,87.28,54,0,12.66,clear sky
669,Baracoa,CU,20.3467,-74.4958,84.63,66,8,0.6,clear sky
670,Palamos,ES,41.8484,3.1291,65.01,46,85,1.99,overcast clouds
671,Biankouma,CI,7.7391,-7.6138,71.58,94,100,3.42,overcast clouds
