City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Omboue,GA,2022-05-07 17:20:25,-1.5746,9.2618,77.61,87,100,2.06
280,Ambon,ID,2022-05-07 17:20:26,-3.6954,128.1814,77.14,94,40,3.44
281,Tual,ID,2022-05-07 17:20:26,-5.6667,132.75,84.9,76,55,19.95
282,Huambo,AO,2022-05-07 17:20:27,-12.7761,15.7392,67.57,57,92,2.48
283,Port Hardy,CA,2022-05-07 17:20:27,50.6996,-127.4199,50.0,71,75,5.75
284,Pryazha,RU,2022-05-07 17:20:28,61.6926,33.6216,60.03,73,35,9.89
285,Brigantine,US,2022-05-07 17:18:37,39.4101,-74.3646,50.2,96,100,27.63
286,Ismailia,EG,2022-05-07 17:20:29,30.6043,32.2723,69.94,32,31,13.98
287,Sisimiut,GL,2022-05-07 17:20:29,66.9395,-53.6735,30.97,56,4,6.98
288,Bull Savanna,JM,2022-05-07 17:20:30,17.8868,-77.5902,82.67,65,9,14.88
289,Yaan,NG,2022-05-07 17:20:30,7.3833,8.5667,91.6,47,97,6.38
290,Houma,US,2022-05-07 17:19:59,29.5958,-90.7195,89.01,73,0,8.19
291,Torbay,CA,2022-05-07 17:20:31,47.6666,-52.7314,44.28,58,100,21.85
292,Te Anau,NZ,2022-05-07 17:20:32,-45.4167,167.7167,55.85,94,94,2.68
293,Karratha,AU,2022-05-07 17:20:33,-20.7377,116.8463,76.33,67,2,8.23
294,Balkanabat,TM,2022-05-07 17:20:33,39.5108,54.3671,69.6,64,63,7.99
295,Sibut,CF,2022-05-07 17:20:34,5.718,19.0739,78.85,63,60,2.71
296,Aykhal,RU,2022-05-07 17:20:34,66.0,111.5,31.66,99,100,7.14
297,Bathsheba,BB,2022-05-07 17:20:35,13.2167,-59.5167,86.61,70,40,13.8
298,Tete,MZ,2022-05-07 17:20:35,-16.1564,33.5867,75.29,69,20,0.0
299,Atbasar,KZ,2022-05-07 17:20:36,51.8,68.3333,45.18,35,0,9.35
300,Kilimatinde,TZ,2022-05-07 17:20:36,-5.85,34.95,73.83,55,88,2.26
301,Kiruna,SE,2022-05-07 17:20:37,67.8557,20.2251,34.72,51,20,16.11
302,Valdivia,CL,2022-05-07 17:20:37,-39.8142,-73.2459,53.69,60,79,2.93
303,Hasaki,JP,2022-05-07 17:20:38,35.7333,140.8333,61.2,88,93,4.88
304,Okato,NZ,2022-05-07 17:20:38,-39.2,173.8833,56.91,91,99,3.0
305,Ancud,CL,2022-05-07 17:20:39,-41.8697,-73.8203,55.85,84,100,16.71
306,Rodrigues Alves,BR,2022-05-07 17:20:39,-7.738,-72.6509,84.4,56,97,3.62
307,Anadyr,RU,2022-05-07 17:20:40,64.75,177.4833,28.9,86,0,11.18
308,Labuhan,ID,2022-05-07 17:20:40,-6.8844,112.2051,79.92,86,69,4.59
309,Yinchuan,CN,2022-05-07 17:21:41,38.4681,106.2731,68.41,26,97,13.31
310,Sur,OM,2022-05-07 17:21:41,22.5667,59.5289,86.47,61,0,14.81
311,Nerchinskiy Zavod,RU,2022-05-07 17:21:42,51.3088,119.61,40.57,23,8,3.09
312,Namibe,AO,2022-05-07 17:21:42,-15.1961,12.1522,73.96,70,31,6.6
313,Leopold,AU,2022-05-07 17:21:43,-38.1833,144.4667,51.46,91,100,12.66
314,Lerwick,GB,2022-05-07 17:21:43,60.1545,-1.1494,48.2,58,47,9.53
315,Antanifotsy,MG,2022-05-07 17:21:44,-19.65,47.3167,58.75,97,58,3.42
316,Khatanga,RU,2022-05-07 17:21:44,71.9667,102.5,-7.04,100,25,4.65
317,Clyde River,CA,2022-05-07 17:21:45,70.4692,-68.5914,17.83,86,100,3.44
318,Kidal,ML,2022-05-07 17:21:45,18.4411,1.4078,103.3,8,79,16.53
319,Soignies,BE,2022-05-07 17:20:00,50.579,4.0713,66.96,65,75,10.36
320,Yar-Sale,RU,2022-05-07 17:21:46,66.8333,70.8333,14.47,93,40,7.58
321,Vredendal,ZA,2022-05-07 17:21:47,-31.6683,18.5012,58.91,75,22,5.46
322,Gaeta,IT,2022-05-07 17:21:47,41.2183,13.5628,60.75,80,99,12.48
323,Banon,ES,2022-05-07 17:21:48,40.8382,-1.1909,67.26,32,0,5.75
324,Rawson,AR,2022-05-07 17:21:48,-43.3002,-65.1023,75.83,27,41,15.08
325,Baijiantan,CN,2022-05-07 17:21:49,45.6333,85.1833,75.92,36,97,2.26
326,Cabedelo,BR,2022-05-07 17:21:49,-6.9811,-34.8339,84.87,75,97,13.38
327,Tateyama,JP,2022-05-07 17:21:50,34.9833,139.8667,60.1,90,76,1.3
328,Kendari,ID,2022-05-07 17:21:50,-3.945,122.4989,76.77,94,91,1.25
329,Mehamn,NO,2022-05-07 17:21:51,71.0357,27.8492,37.24,92,44,25.41
330,Lebu,CL,2022-05-07 17:21:51,-37.6167,-73.65,59.54,66,20,8.23
331,Serdobsk,RU,2022-05-07 17:21:52,52.4586,44.2169,47.1,53,5,6.44
332,Korla,CN,2022-05-07 17:21:52,41.7597,86.1469,79.61,26,64,2.08
333,San Quintin,MX,2022-05-07 17:21:53,30.4833,-115.95,64.81,73,36,13.94
334,San Andres,CO,2022-05-07 17:21:53,12.5847,-81.7006,86.02,70,40,5.75
335,Marsh Harbour,BS,2022-05-07 17:21:54,26.5412,-77.0636,81.09,68,8,19.06
336,Springdale,US,2022-05-07 17:17:21,36.1867,-94.1288,71.56,72,0,9.22
337,Tammisaari,FI,2022-05-07 17:21:55,59.9736,23.4339,45.9,90,99,8.77
338,Ixtapa,MX,2022-05-07 17:21:55,20.7,-105.2,79.83,65,0,6.91
339,Souillac,MU,2022-05-07 17:21:56,-20.5167,57.5167,75.58,88,40,11.5
340,Copiapo,CL,2022-05-07 17:17:37,-27.3667,-70.3333,55.09,52,100,5.57
341,Bathurst,AU,2022-05-07 17:17:32,-33.4166,149.5806,40.71,97,0,2.66
342,Khandyga,RU,2022-05-07 17:21:57,62.6667,135.6,29.93,97,96,3.27
343,Tilichiki,RU,2022-05-07 17:21:57,60.4667,166.1,29.77,99,100,2.59
344,Merrill,US,2022-05-07 17:21:58,45.1805,-89.6835,65.8,24,0,8.05
345,Sinnamary,GF,2022-05-07 17:21:58,5.3833,-52.95,81.73,82,54,10.36
346,Honiara,SB,2022-05-07 17:21:59,-9.4333,159.95,78.08,88,83,6.22
347,Canon City,US,2022-05-07 17:21:59,38.441,-105.2424,85.98,12,0,6.91
348,Gavle,SE,2022-05-07 17:22:00,60.6745,17.1417,57.38,29,54,4.0
349,Rabak,SD,2022-05-07 17:22:00,13.1809,32.74,100.04,9,52,10.78
350,Les Cayes,HT,2022-05-07 17:22:01,18.2,-73.75,83.46,69,29,10.22
351,Abeokuta,NG,2022-05-07 17:22:01,7.15,3.35,82.09,73,100,4.09
352,Canton,CN,2022-05-07 17:21:24,23.1167,113.25,73.35,83,83,2.1
353,Port Blair,IN,2022-05-07 17:22:02,11.6667,92.75,80.13,88,100,14.2
354,Sijunjung,ID,2022-05-07 17:22:03,-0.6876,100.9537,71.76,95,100,2.15
355,Vanimo,PG,2022-05-07 17:22:03,-2.6741,141.3028,78.93,91,87,6.89
356,Kloulklubed,PW,2022-05-07 17:22:04,7.0419,134.2556,77.5,78,100,15.35
357,Opotiki,NZ,2022-05-07 17:22:04,-38.0833,177.2833,47.39,91,6,3.33
358,Hagersville,CA,2022-05-07 17:23:05,42.9668,-80.0497,57.11,51,59,21.36
359,Isangel,VU,2022-05-07 17:23:06,-19.55,169.2667,75.29,72,20,16.71
360,Baoqing,CN,2022-05-07 17:23:06,46.3317,132.2111,39.96,70,65,11.16
361,Shingu,JP,2022-05-07 17:23:07,33.7333,135.9833,60.58,87,4,5.59
362,Ankara,TR,2022-05-07 17:23:07,39.9199,32.8543,52.21,63,91,3.0
363,Pindiga,NG,2022-05-07 17:23:08,9.9833,10.9333,99.25,21,36,10.54
364,Ukiah,US,2022-05-07 17:23:08,39.1502,-123.2078,57.09,72,75,13.8
365,Tara,RU,2022-05-07 17:23:09,56.8944,74.371,34.3,46,28,3.44
366,Sapa,PH,2022-05-07 17:23:09,5.1544,120.3241,81.63,83,97,6.15
367,Jacmel,HT,2022-05-07 17:23:10,18.2342,-72.5347,89.44,63,9,8.97
368,Ribeira Grande,PT,2022-05-07 17:23:10,38.5167,-28.7,64.8,68,20,6.91
369,Rangapara,IN,2022-05-07 17:23:11,26.8167,92.65,77.25,70,9,3.18
370,Grindavik,IS,2022-05-07 17:23:11,63.8424,-22.4338,48.15,71,75,20.71
371,Ambulu,ID,2022-05-07 17:23:12,-8.345,113.6058,77.0,91,20,3.06
372,Mogadishu,SO,2022-05-07 17:21:42,2.0371,45.3438,82.65,79,98,16.67
373,Peterhead,GB,2022-05-07 17:23:13,57.5058,-1.7981,51.67,66,51,4.25
374,Ibra,OM,2022-05-07 17:23:13,22.6906,58.5334,83.08,47,0,10.09
375,Palimbang,PH,2022-05-07 17:23:14,6.2106,124.1894,79.11,87,61,2.1
376,Bandarbeyla,SO,2022-05-07 17:23:14,9.4942,50.8122,82.58,85,9,13.24
377,Slyudyanka,RU,2022-05-07 17:23:15,51.6594,103.7061,47.43,61,31,4.38
378,Deputatskiy,RU,2022-05-07 17:23:15,69.3,139.9,-3.35,98,80,6.2
379,Lata,PT,2022-05-07 17:23:16,40.1629,-8.3327,81.48,36,99,9.78
380,Juba,SS,2022-05-07 17:23:17,4.8517,31.5825,83.35,51,91,3.04
381,Roma,US,2022-05-07 17:23:17,43.2128,-75.4557,62.38,24,0,12.66
382,Am Timan,TD,2022-05-07 17:23:18,11.0297,20.2827,97.66,20,97,4.16
383,Namatanai,PG,2022-05-07 17:23:18,-3.6667,152.4333,79.48,83,43,8.63
384,Tura,IN,2022-05-07 17:23:19,25.5198,90.2201,74.41,74,4,4.14
385,Zanjan,IR,2022-05-07 17:23:19,36.6736,48.4787,55.29,34,31,16.22
386,Yatou,CN,2022-05-07 17:23:20,37.15,122.3833,50.32,41,86,6.78
387,Iberia,US,2022-05-07 17:20:44,29.9502,-91.7507,85.03,65,20,10.36
388,Maceio,BR,2022-05-07 17:23:21,-9.6658,-35.7353,85.44,61,75,11.5
389,Bogotol,RU,2022-05-07 17:23:21,56.2078,89.5342,35.26,48,49,19.93
390,Kununurra,AU,2022-05-07 17:23:22,-15.7667,128.7333,78.78,24,1,11.5
391,Joshimath,IN,2022-05-07 17:23:22,30.5667,79.5667,59.79,65,50,4.88
392,Rudnya,RU,2022-05-07 17:23:23,54.947,31.0934,51.24,85,78,12.39
393,Georgetown,MY,2022-05-07 17:21:00,5.4112,100.3354,84.13,88,20,3.44
394,Port Macquarie,AU,2022-05-07 17:23:24,-31.4333,152.9167,50.9,70,44,6.55
395,Yarmouth,US,2022-05-07 17:23:24,41.7057,-70.2286,50.14,80,100,20.71
396,Sorland,NO,2022-05-07 17:23:25,67.667,12.6934,37.71,61,100,26.64
397,Rathdrum,US,2022-05-07 17:23:25,47.8137,-116.892,48.74,87,100,13.8
398,Hualmay,PE,2022-05-07 17:23:26,-11.0964,-77.6139,70.39,74,14,12.48
399,Shimoda,JP,2022-05-07 17:23:26,34.6667,138.95,62.1,91,69,7.94
400,Ishigaki,JP,2022-05-07 17:23:27,24.3448,124.1572,71.73,100,97,4.61
401,Olden,NO,2022-05-07 17:23:28,61.8364,6.8064,45.34,75,90,4.68
402,Wewak,PG,2022-05-07 17:23:28,-3.5534,143.6268,80.22,88,96,7.99
403,Dillon,US,2022-05-07 17:18:34,34.4166,-79.3712,80.62,58,62,12.46
404,Azul,AR,2022-05-07 17:24:29,-36.777,-59.8585,70.34,55,92,12.53
405,Saraland,US,2022-05-07 17:24:30,30.8207,-88.0706,84.42,49,0,8.9
406,Kaitangata,NZ,2022-05-07 17:22:33,-46.2817,169.8464,52.79,83,82,6.29
407,Walvis Bay,NA,2022-05-07 17:24:31,-22.9575,14.5053,59.09,64,2,20.89
408,Bud,US,2022-05-07 17:24:31,39.447,-86.1758,65.89,62,85,16.06
409,Lakatoro,VU,2022-05-07 17:24:32,-16.0999,167.4164,78.22,78,36,17.09
410,Qaqortoq,GL,2022-05-07 17:23:39,60.7167,-46.0333,41.99,68,100,5.7
411,Aasiaat,GL,2022-05-07 17:24:32,68.7098,-52.8699,23.49,79,38,5.1
412,Bubaque,GW,2022-05-07 17:24:33,11.2833,-15.8333,78.19,75,1,12.37
413,Hamilton,US,2022-05-07 17:24:33,39.1834,-84.5333,59.05,80,100,18.41
414,Mukhen,RU,2022-05-07 17:24:34,48.1,136.1,41.09,86,100,6.71
415,Honningsvag,NO,2022-05-07 17:24:35,70.9821,25.9704,38.95,81,75,20.71
416,Itaperucu,BR,2022-05-07 17:24:35,-25.22,-49.3478,67.32,58,20,3.47
417,North Bend,US,2022-05-07 17:24:36,43.4065,-124.2243,51.71,87,100,12.66
418,Dunedin,NZ,2022-05-07 17:24:36,-45.8742,170.5036,61.81,57,100,7.47
419,Saquena,PE,2022-05-07 17:24:37,-4.6667,-73.5167,84.97,67,75,4.21
420,Mashhad,IR,2022-05-07 17:24:37,36.297,59.6062,77.14,50,40,4.61
421,Flinders,AU,2022-05-07 17:23:13,-34.5833,150.8552,57.18,57,0,11.01
422,Leua,SK,2022-05-07 17:24:38,48.2156,18.6071,65.75,73,94,4.36
423,Pacific Grove,US,2022-05-07 17:22:00,36.6177,-121.9166,64.02,74,0,13.8
424,Tromso,NO,2022-05-07 17:24:39,69.6496,18.957,33.82,80,100,9.22
425,Francisco Beltrao,BR,2022-05-07 17:24:39,-26.0811,-53.055,70.7,66,32,1.57
426,Cuamba,MZ,2022-05-07 17:24:40,-14.8031,36.5372,73.69,63,91,1.9
427,Merauke,ID,2022-05-07 17:24:40,-8.4667,140.3333,78.69,91,40,10.74
428,Beyneu,KZ,2022-05-07 17:24:41,45.3167,55.2,67.55,37,98,18.88
429,Wanxian,CN,2022-05-07 17:24:41,30.8039,108.3897,74.89,64,86,3.2
430,Praia,CV,2022-05-07 17:24:42,14.9215,-23.5087,81.14,54,20,18.41
431,Ambanja,MG,2022-05-07 17:24:43,-13.6833,48.45,76.6,85,35,1.57
432,Northam,GB,2022-05-07 17:24:43,51.0333,-4.2167,61.61,75,71,6.15
433,Sepuka,TZ,2022-05-07 17:24:43,-4.75,34.5333,71.13,55,97,9.84
434,Turayf,SA,2022-05-07 17:24:44,31.6725,38.6637,68.25,34,0,9.22
435,Amos,CA,2022-05-07 17:21:35,48.5669,-78.1162,53.19,28,100,5.17
436,Hargeysa,SO,2022-05-07 17:24:45,9.56,44.065,78.1,50,41,10.22
437,Los Llanos De Aridane,ES,2022-05-07 17:24:46,28.6585,-17.9182,69.12,76,20,12.66
438,Saskylakh,RU,2022-05-07 17:22:22,71.9167,114.0833,6.67,93,53,10.33
439,Ewa Beach,US,2022-05-07 17:24:46,21.3156,-158.0072,75.15,68,75,12.66
440,Amuntai,ID,2022-05-07 17:24:47,-2.4177,115.2494,74.8,98,98,0.45
441,Mount Isa,AU,2022-05-07 17:24:47,-20.7333,139.5,60.57,41,0,5.75
442,Saurimo,AO,2022-05-07 17:24:48,-9.6608,20.3916,74.71,60,89,4.36
443,Hami,CN,2022-05-07 17:24:48,42.8,93.45,74.1,27,2,2.55
444,Hachinohe,JP,2022-05-07 17:24:49,40.5,141.5,51.85,82,100,10.29
445,Gigmoto,PH,2022-05-07 17:24:49,13.7796,124.39,80.49,86,19,7.47
446,Salamiyah,SY,2022-05-07 17:24:50,35.0113,37.0532,59.34,52,2,15.57
447,Kulhudhuffushi,MV,2022-05-07 17:24:50,6.6221,73.07,84.96,74,99,11.81
448,Campanario,ES,2022-05-07 17:25:51,38.8644,-5.6174,79.83,20,35,4.81
449,Uvira,CD,2022-05-07 17:25:52,-3.4067,29.1458,80.73,83,67,3.44
450,Jalu,LY,2022-05-07 17:25:52,29.0331,21.5482,88.07,14,100,8.97
451,Ozu,JP,2022-05-07 17:25:53,33.5,132.55,64.18,94,37,7.47
452,Mayumba,GA,2022-05-07 17:22:32,-3.432,10.6554,79.03,83,99,3.18
453,Gamba,GA,2022-05-07 17:25:54,-2.65,10.0,78.39,83,99,3.24
454,Preobrazheniye,RU,2022-05-07 17:25:54,42.9019,133.9064,41.85,66,0,8.32
455,Clarence Town,AU,2022-05-07 17:25:55,-32.5833,151.7833,52.81,74,100,4.29
456,Vao,NC,2022-05-07 17:25:55,-22.6667,167.4833,74.8,60,42,22.93
457,Raudeberg,NO,2022-05-07 17:25:56,61.9875,5.1352,43.47,66,46,5.99
458,Manta,EC,2022-05-07 17:25:08,-0.95,-80.7333,83.98,74,40,5.75
459,Douentza,ML,2022-05-07 17:25:57,14.9951,-2.9517,107.26,10,86,10.49
460,Azare,NG,2022-05-07 17:25:57,11.6765,10.1948,102.65,16,88,5.26
461,Puerto Penasco,MX,2022-05-07 17:25:58,31.3167,-113.5333,77.92,55,0,8.01
462,Laguna,US,2022-05-07 17:25:58,38.421,-121.4238,67.05,54,0,4.61
463,Roebourne,AU,2022-05-07 17:25:59,-20.7833,117.1333,76.46,66,3,7.58
464,Gurupi,BR,2022-05-07 17:25:59,-11.7292,-49.0686,90.86,44,61,4.81
465,Harper,LR,2022-05-07 17:26:00,4.375,-7.7169,83.57,72,96,7.0
466,Currais Novos,BR,2022-05-07 17:26:00,-6.2608,-36.5178,82.2,63,93,18.05
467,Cleburne,US,2022-05-07 17:26:01,32.3476,-97.3867,85.1,76,100,11.5
468,Neuquen,AR,2022-05-07 17:26:01,-38.9516,-68.0591,67.89,34,0,5.75
469,Birjand,IR,2022-05-07 17:26:02,32.8663,59.2211,79.27,17,32,9.22
470,Bardiyah,LY,2022-05-07 17:26:02,31.7561,25.0865,65.5,64,93,15.66
471,Asha,RU,2022-05-07 17:26:03,54.9973,57.2722,42.69,69,23,3.02
472,Hailar,CN,2022-05-07 17:26:03,49.2,119.7,45.68,23,56,10.83
473,Mwinilunga,ZM,2022-05-07 17:26:04,-11.7358,24.4293,68.86,61,100,2.24
474,Moussoro,TD,2022-05-07 17:26:05,13.6408,16.4901,102.4,8,58,8.43
475,Tabuk,PH,2022-05-07 17:26:05,17.4189,121.4443,76.01,87,65,4.25
476,Marsala,IT,2022-05-07 17:26:06,37.7966,12.4352,64.35,82,40,9.22
477,Mirnyy,RU,2022-05-07 17:26:06,62.5353,113.9611,37.98,89,74,9.53
478,Gramsh,AL,2022-05-07 17:26:07,40.8697,20.1844,61.99,78,81,4.16
479,Potosi,BO,2022-05-07 17:26:07,-19.5836,-65.7531,54.54,26,2,5.79
480,Bandar-E Lengeh,IR,2022-05-07 17:26:08,26.5579,54.8807,91.51,19,1,4.61
481,Mount Gambier,AU,2022-05-07 17:25:56,-37.8333,140.7667,51.71,82,100,5.75
482,Alto Araguaia,BR,2022-05-07 17:26:09,-17.3147,-53.2153,83.28,33,0,3.33
483,Semey,KZ,2022-05-07 17:26:09,50.4111,80.2275,49.1,30,100,11.52
484,Bullhead City,US,2022-05-07 17:26:10,35.1478,-114.5683,93.58,16,40,16.11
485,Buala,SB,2022-05-07 17:26:10,-8.145,159.5921,80.24,85,100,7.11
486,Aquiraz,BR,2022-05-07 17:26:11,-3.9014,-38.3911,86.09,75,100,10.71
487,Trinidad,BO,2022-05-07 17:26:11,-14.8333,-64.9,87.78,37,1,9.22
488,Zhanaozen,KZ,2022-05-07 17:26:12,43.3,52.8,69.66,67,71,14.23
489,Itarema,BR,2022-05-07 17:24:22,-2.9248,-39.9167,83.52,74,91,11.95
490,Luderitz,NA,2022-05-07 17:26:13,-26.6481,15.1594,60.58,62,0,24.74
491,Tessalit,ML,2022-05-07 17:26:14,20.1986,1.0114,98.67,8,11,17.49
492,Acarau,BR,2022-05-07 17:26:14,-2.8856,-40.12,83.59,75,86,11.56
493,Sao Jose Dos Campos,BR,2022-05-07 17:26:15,-23.1794,-45.8869,68.49,60,100,2.3
494,Skanderborg,DK,2022-05-07 17:27:15,56.0399,9.9272,53.94,61,38,7.0
495,Shahr-E Kord,IR,2022-05-07 17:27:16,32.3256,50.8644,55.17,50,20,6.91
496,Amberley,US,2022-05-07 17:27:16,39.2048,-84.428,58.37,82,100,18.41
497,Yook,PH,2022-05-07 17:27:17,13.2261,121.964,79.7,89,10,5.5
498,Ottawa,CA,2022-05-07 17:26:55,45.4112,-75.6981,58.03,29,20,11.5
499,Marand,IR,2022-05-07 17:27:18,38.4329,45.7749,53.91,52,43,9.22
500,Porto Walter,BR,2022-05-07 17:27:18,-8.2686,-72.7439,88.86,46,82,3.51
501,Pimentel,PE,2022-05-07 17:27:19,-6.8367,-79.9342,73.69,64,0,21.85
502,Buraydah,SA,2022-05-07 17:27:19,26.326,43.975,82.85,14,0,12.33
503,Aktash,RU,2022-05-07 17:27:20,50.3,87.7333,38.73,78,29,3.83
504,Bento Goncalves,BR,2022-05-07 17:27:20,-29.1714,-51.5192,65.52,72,2,1.54
505,Komatipoort,ZA,2022-05-07 17:27:21,-25.4332,31.9548,70.11,58,0,4.61
506,Rundu,NA,2022-05-07 17:27:21,-17.9333,19.7667,69.8,30,4,3.29
507,Nyrob,RU,2022-05-07 17:27:22,60.733,56.7202,39.87,92,89,4.56
508,Matay,EG,2022-05-07 17:27:23,28.419,30.7792,82.26,15,68,10.67
509,Srednekolymsk,RU,2022-05-07 17:27:23,67.45,153.6833,20.53,96,98,7.45
510,Sabha,LY,2022-05-07 17:27:24,27.0377,14.4283,87.76,15,45,9.15
511,Hambantota,LK,2022-05-07 17:27:24,6.1241,81.1185,81.28,82,59,14.85
512,Baiyin,CN,2022-05-07 17:27:25,36.5583,104.2081,64.8,26,100,14.92
513,Sosnovo-Ozerskoye,RU,2022-05-07 17:23:05,52.5249,111.5418,45.05,62,44,8.59
514,Pontianak,ID,2022-05-07 17:27:26,-0.0333,109.3333,75.18,100,75,2.3
515,Maesteg,GB,2022-05-07 17:27:26,51.6093,-3.6582,63.82,66,87,0.67
516,Zhangjiakou,CN,2022-05-07 17:27:27,40.81,114.8794,40.08,92,100,7.58
517,Senneterre,CA,2022-05-07 17:27:27,48.3835,-77.2328,51.55,25,100,5.75
518,Ngunguru,NZ,2022-05-07 17:27:28,-35.6167,174.5,57.31,81,69,4.18
519,Hammerfest,NO,2022-05-07 17:27:28,70.6634,23.6821,36.05,87,75,36.82
520,Flin Flon,CA,2022-05-07 17:27:29,54.7682,-101.865,58.84,58,100,4.61
521,Yerbogachen,RU,2022-05-07 17:25:16,61.2767,108.0108,44.2,75,100,15.57
522,Nouadhibou,MR,2022-05-07 17:27:30,20.931,-17.0347,67.98,83,1,23.02
523,Chulman,RU,2022-05-07 17:27:30,56.8479,124.9104,21.31,98,36,4.03
524,Beni Suef,EG,2022-05-07 17:27:31,29.0731,31.0979,81.16,18,52,8.1
525,Harlingen,US,2022-05-07 17:27:32,26.1906,-97.6961,91.89,75,20,12.66
526,Lorengau,PG,2022-05-07 17:27:32,-2.0226,147.2712,82.49,80,88,13.71
527,Chhagalnaiya,BD,2022-05-07 17:27:33,23.03,91.5069,80.51,76,0,5.28
528,Mastic Beach,US,2022-05-07 17:27:33,40.7668,-72.8521,48.97,88,100,23.0
529,Upernavik,GL,2022-05-07 17:27:34,72.7868,-56.1549,19.36,66,3,5.84
530,Mporokoso,ZM,2022-05-07 17:27:34,-9.3727,30.125,66.85,74,95,3.83
531,Goderich,CA,2022-05-07 17:27:35,43.7501,-81.7165,56.91,62,0,14.97
532,Soanierana Ivongo,MG,2022-05-07 17:27:35,-16.9167,49.5833,74.95,91,13,3.85
533,Araouane,ML,2022-05-07 17:27:36,18.9048,-3.5265,104.72,9,0,12.91
534,Edendale,ZA,2022-05-07 17:27:36,-29.6528,30.3147,60.78,98,55,2.44
535,Sumter,US,2022-05-07 17:27:37,28.7086,-82.0831,88.95,54,0,18.07
536,Cururupu,BR,2022-05-07 17:25:50,-1.8283,-44.8683,81.9,79,99,4.25
537,Vestmannaeyjar,IS,2022-05-07 17:27:37,63.4427,-20.2734,45.59,81,100,20.71
538,Aswan,EG,2022-05-07 17:27:38,24.0934,32.907,86.85,9,0,11.36
539,San Roque,ES,2022-05-07 17:28:33,36.2107,-5.3842,65.23,77,20,8.05
540,Boa Vista,BR,2022-05-07 17:28:39,2.8197,-60.6733,80.58,78,75,6.91
541,San Jose,US,2022-05-07 17:28:10,37.3394,-121.895,64.8,63,75,13.8
542,Atchison,US,2022-05-07 17:28:40,39.563,-95.1216,69.31,61,1,13.65
543,Petrolina,BR,2022-05-07 17:28:40,-9.3986,-40.5008,89.65,35,20,11.5
544,The Valley,AI,2022-05-07 17:28:41,18.217,-63.0578,84.06,69,40,16.11
545,Hasilpur,PK,2022-05-07 17:28:41,29.7122,72.5553,95.85,8,0,3.09
546,Mapastepec,MX,2022-05-07 17:28:42,15.4333,-92.9,91.51,53,11,6.35
547,Roald,NO,2022-05-07 17:28:43,62.5833,6.1333,45.52,61,40,17.27
548,Nazca,PE,2022-05-07 17:28:43,-14.8333,-74.95,76.77,54,33,6.64
549,Maniwaki,CA,2022-05-07 17:27:24,46.3834,-75.966,55.78,21,3,10.36
550,Alyangula,AU,2022-05-07 17:28:44,-13.8483,136.4192,73.27,83,65,2.3
551,Weatherford,US,2022-05-07 17:26:20,32.7593,-97.7972,82.8,81,16,12.12
552,Beihai,CN,2022-05-07 17:28:45,21.4833,109.1,74.77,89,98,11.1
553,Orlik,RU,2022-05-07 17:28:45,52.5178,99.825,44.11,63,1,5.14
554,Erdenet,MN,2022-05-07 17:28:46,49.0333,104.0833,45.3,65,3,6.38
555,Pochutla,MX,2022-05-07 17:28:46,15.7432,-96.4661,93.81,33,99,6.35
556,Phangnga,TH,2022-05-07 17:28:47,8.4509,98.5298,82.44,93,96,3.11
557,Rocky Mountain House,CA,2022-05-07 17:28:47,52.3668,-114.9188,48.31,43,71,3.44
558,Dasoguz,TM,2022-05-07 17:28:48,41.8363,59.9666,71.55,73,0,20.71
559,Caravelas,BR,2022-05-07 17:26:02,-17.7125,-39.2481,75.34,89,56,12.17
